Codigo,Clave,desc_prod,Inv,Clasificacion,Promedio Vta Mes,Cobertura (Mes),Cobertura Dias (30)
10892,TRU MAN-PI-5-3/8,MANGUERA P/AIRE ARMADA BAJA PRES.3/8 X 5,6,A,1.83,3,98
11997,TRU BOM-MI-X,MINI BOMBA MANUAL P/BICICLETA TRUPER BOM,11,A,1.17,9,283
23041,TRU TEBA-2,TERMINAL P/BATERIA TEBA-2 PRETUL PLOMO P,20,A,1.33,15,450
12533,TRU CIA-25B,CINTA ANTID. TRUPER  5M X 50MM CIA-25B/C,30,A,1.42,21,635
14305,TRU LEDE-S5,LENTE SEGURIDAD TRUPER LEDE-S5 VERDE,17,B,0.92,19,556
100827,TRU PROSO-4M,CAPUCHA DE MEZCLILLA P/SOLDAR TRUPER PRO,20,B,0.83,24,720
11985,TRU MECH-90,BOQUILLA SOPLETE P/GAS TRUPER ROSCABLE 1,19,A,1.5,13,380
10862,TRU BU-90,BARRETA DE UÑA 3/4 X 90 CMS. BU-90 TRUP.,7,A,1.67,4,126
23698,TRU BC-351PPB,BISAGRA PRETUL LATON  BLISTER BC-351PPB,35,A,3.08,11,341
12600,TRU BOS-3/4LP,BOMBA SUMERGIBLE P/AGUA LIMPIA TRUPER  5,3,A,1.25,2,72
12115,TRU C-1/2X6,CINCEL C/FRIO 06 1/2 X 6 C-1/2X6,32,A,1.08,30,886
24079,TRU COMP-KIT20P3,COMBO PRETUL COMPRESOR 20L 2 1/2HP C/MAN,1,A,1.33,1,23
25043,TRU DES-300P2,DESBROZADORA ELECTRICA PRETUL 300 W DES-,6,A,1.33,5,135
101390,TRU MAND-3/8I,MANDRIL P/CORTACIRCULO D/DIAMANTE 3/8 MA,20,A,1.5,13,400
27064,TRU HIPE-70,SEDAL P/PESCA PRETUL HIPE- 70 0.7MM X 10,33,A,1.33,25,743
62100,TRU TERMO-04,TERMO P/AGUA TRUPER 0.400ML D/ACERO TERM,16,A,0.92,17,524
11004,TRU SICI-71/4A3,TRUPER SICI-7 1/4A3 SIERRA CIRCULAR PROF,4,A,1.25,3,96
15612,TRU LL-2008M,LLAVE COMBINADA METRICA  8MM LL-2008M (L,23,A,1.08,21,637
17731,TRU PLZ-30,PLANTILLAS DE POLIURETANO PARA ZAPATO PL,22,A,0.75,29,880
43180,TRU BIP-151,BISAGRA DE PISO HERMEX BIP-151 LATON,8,A,0.92,9,262
44075,TRU GANES-3/4,GANCHO ESLINGA FIERO 19.0MM 3/4 CAP. 500,14,B,1.33,11,315
100360,TRU MUT-36,MULTIMETRO TRUPER DIGITAL MUT- 36,7,A,0.83,8,252
12547,TRU DID-3140A,TRUPER DID-3140A 14 DISCO DIAMANTE R.SEG,5,A,0.92,5,164
18479,TRU LIN-11,ANUNCIO TRUPER LIN-11 EXCLUSIVO 19X19CM,28,A,1,28,840
10573,TRU CAS-RX,CASCO DE SEGURIDAD ALA ANCHA CAS-RX ROJO,10,A,0.75,13,400
14490,TRU CEPP-52,CEPILLO P/PINTOR 7 X 14 TRUPER CEPP-52,29,A,1,29,870
13482,TRU CHS-800V-M,CHALECO CHS-800V-M T/MED VERDE REF. C/BR,26,A,0.92,28,851
13789,TRU C-364-PI,COPA P/DESBASTE PIEDRA TRUPER C- 364-PI,2,A,0.75,3,80
12991,TRU CT-9,CUCHARA P/ALBAÑIL TRUPER CT- 9,10,A,1.08,9,277
22882,TRU DECA-6P,DESTAPACAÑOS PRETUL ACERO GALV. DECA-6P,14,A,1,14,420
11680,TRU JPM-5,PIEDRAS MONTADAS TRUPER JPM- 5,14,A,1.33,11,315
14695,TRU FUM-12,FUMIGADOR TRUPER 12 LTS. FUM-12 T/MOCHIL,2,B,0.83,2,72
17410,TRU TRA-NAR-XL,IMPERMEABLE TRUPER NAR. CHALECO Y PANTAL,19,B,0.67,29,855
45910,TRU LLX-8L,LLANTA FIERO IMPONCHABLE LLX- 8L  8 MAX.,3,B,0.75,4,120
104053,TRU MAN-5/16X10N,MANGUERA P/NIVEL TRUPER 1MM 5/16 X 10 MA,14,B,0.92,15,458
49096,TRU CARCO-1,CARTUCHO FOSET BASIC CARCO-1 P/LLAVE EMP,10,A,1.92,5,157
13667,TRU E-5262,EXTENSION E-5262 DE 3/8 X 12 TRUPER,11,A,1.58,7,208
49244,TRU MM-200,MANERAL FOSET BASIC MM-200  2 PZAS. M.AC,8,A,1.25,6,192
14282,TRU GASO,ANTEOJO P/SOLDAR C/FILTRO TRUPER GASO,22,A,1.08,20,609
10562,TRU ATJ-C,AZADON TRUPER ATJ-C TOMATERO C/MANGO,14,A,1.33,11,315
20703,TRU JBAV-5P,BROCAS DE  5PZAS. P/FIERRO JBAV-5P PRETU,12,A,1.5,8,240
49337,TRU CE-208,CESPOL FOSET LATON CE-208 P/LAVABO BASCI,13,A,1.08,12,360
12835,TRU CP-36X,CORTAPERNOS TRUPER 36 CP-36X,2,A,1.17,2,51
12846,TRU DOTU-5075,DOBLADOR DE TUBO CONDUIT DOTU-5075 3/4 Y,3,A,0.92,3,98
15321,TRU LES-8T,LIMA TRUPER ESCOFINA MEDIA CAÑA BASTARDA,7,A,0.92,8,229
16701,TRU MT-16,MARTILLO D/UÑA CURVA 16 OZ. MT-16 TRUPER,8,A,1.33,6,180
49432,TRU R-018,REGADERA FOSET AQUA R-018 REDONDA T/TELE,4,A,1.08,4,111
61025,TRU SILLA-30,SILLA PLEGABLE TRUPER,3,A,1.58,2,57
23051,TRU VEVI-2,COPA DE SUCCION P/VIDRIO C/2 COPAS VEVI-,12,A,1.17,10,309
11455,TRU BROU-R2-3/8,BROCA P/RAUTER BROU-R2-3/8 RECTA,4,A,0.67,6,180
11399,TRU JBAV-10,BROCAS DE 10 PZS. P/FIERRO JBAV-10 TRUPE,13,A,0.75,17,520
12853,TRU COT-30,CORTADOR D/TUBO COT-30 TRUPER,20,A,0.83,24,720
12831,TRU CP-14X,CORTAPERNOS TRUPER 14 CP-14X,6,A,0.92,7,196
15245,TRU GU-845,GUANTE TRUPER GU-845 UNITALLA ALGODON C/,7,A,0.67,11,315
22456,TRU NP-14P,NIVEL DE ALUMINIO NP-14P PRETUL,10,A,1,10,300
17070,TRU PLOM- 8,PLOMADA DE BRONCE TRUPER  8 OZ. PLOM- 8,9,A,0.92,10,295
14047,TRU DG-1/4X12,DESARMADOR CAB.BAR.RED. DG-1/4X12 TRUPER,6,A,0.67,9,270
17869,TRU ESLI-206,ESLINGA OJO A OJO ESLI-206 D/2 X 6 MTS.,1,B,0.67,2,45
17645,TRU HTR3-130,HILO P/DESBROZADORA 3.3MM X 142 MTS. HTR,1,A,1,1,30
14515,TRU LF-500,LLAVE P/FILTRO C/ACEITE 3 1/4A2 1/2 LF-5,6,B,0.67,9,270
14727,TRU MAL-4,MALACATE P/4 TNS. TRUPER MAL-4,3,B,0.83,4,108
45613,TRU F-319E,MEZCLADORA FOSET BASIC F-319E P/FREG. CU,12,B,0.67,18,540
14625,TRU NP-18X,NIVEL PROFESIONAL TRUPER EXPERT 18 MAGNE,4,B,0.83,5,144
11249,TRU CAR-81,CARRETILLA LLANTA NEUM. 4 CAPAS CAR-81 T,3,A,0.67,5,135
14023,TRU DG-1/8X6,DESARMADOR CAB.BAR.RED. DG-1/8X6 TRUPER,15,A,1,15,450
17872,TRU ESLI-304,ESLINGA OJO A OJO ESLI-304 D/3 X 4 MTS.,3,A,0.75,4,120
11881,TRU ETA-12X,ESPATULA TRUPER TAPIZADORA 12 ETA-12X A.,13,A,0.58,22,669
102680,TRU LLA-20,LLANA CANTO REDONDO 20 X 5 MANGO MADERA,6,A,0.67,9,270
16378,TRU LT-69X,LONA TRUPER USO RUDO LT-  69X  6 X 9 MTS,4,A,0.58,7,206
49941,TRU ELM-46N,MEZCLADORA FOSET ELEMENT ELM-46N SATIN P,0,A,0.58,0,0
14626,TRU NP-24X,NIVEL PROFESIONAL TRUPER EXPERT 24 MAGNE,2,A,0.58,3,103
11147,TRU PRY-P4,PALA REDONDA T-2000 PRY-P4 M/CORTO Y TRU,12,B,0.83,14,432
17306,TRU T200-6,PINZA P/ELECTRICISTA 6 T200-6 TRUPER,17,A,0.67,26,765
13424,TRU A-5453,ADAPTADOR A-5453 3/4 A 1/2 TRUPER,13,A,0.58,22,669
17088,TRU BAS-100R,BASCULA ROMANA TRUPER 100 KG. BAS-100R,3,A,0.58,5,154
20184,TRU HIDR-1/2X50P,BOMBA HIDRONEUMATICA PRETUL 1/2 HP 50 LT,8,A,0.58,14,411
11156,TRU BAV-27/64,BROCA P/FIERRO 24 27/64 TRUPER BAV-27/64,22,B,0.58,38,1131
11477,TRU BROU-RB 11/4X,BROCA P/RAUTER BROU-RB1-1/4X REBAJADORA,6,B,0.58,10,309
46538,TRU COPE-90S,CINTURON DE SEGURIDAD PARA PERRO FIERO C,7,B,0.58,12,360
20544,TRU CT-9PC,CUCHARA P/ALBAÑIL PRETUL  9 CT-9PC CENTR,6,A,1.08,6,166
14649,TRU LLP-418-7,LLANTA P/PODADORA  7 TRUPER LLP-418-7,0,B,0.58,0,0
15533,TRU ALE-7P,LLAVE ALLEN  7 PZAS. STD. ALE-7P TRUPER,5,B,0.58,9,257
15875,TRU MARA-R,MACHETE TRUPER T/RANCHERO RECTO MARA-R,4,B,0.58,7,206
15423,TRU CALA-A5,TRUPER CALA-A5 SIERRA CALADORA 750 W,2,B,0.58,3,103
40998,TRU CCH-3X3O,CAJA OCTAGONAL 3 X 3 REFORZADA VOLTECK C,41,B,0.58,70,2109
45853,TRU DBF-L9,LINTERNA LED LUZ ULTRAVIOLETA DBF-L9,5,B,0.58,9,257
104054,TRU MAN-5/16X20N,MANGUERA P/NIVEL TRUPER 1MM 5/16 X 20 MA,7,B,0.58,12,360
104052,TRU MAN-5/16X3N,MANGUERA P/NIVEL TRUPER 1MM 5/16 X 3 MAN,13,B,0.58,22,669
19684,TRU PCAY-G,PALA CARBONERA PCAY-G MANGO CORTO CLASSI,6,B,0.58,10,309
40183,TRU CUE-041K,CABLE PLASTICO CUE-041K  4MM 3/16 KILO,3,C,0.58,5,154
23427/100,TME 23427/100,TRAMONTINA 23427/100 TENEDOR TRINCHETE P,11,B,0.58,19,566
28509/628,TME 28509/628,TRAMONTINA 28509/628 SARTEN HONDA 28 CM,0,B,0.58,0,0
23799/071,TME 23799/071,TRAMONTINA MVC 23799/071 JUEGO DE CUBIER,0,B,0.58,0,0
23498/410,TME 23498/410,TRAMONTINA 23498/410 JUEGO TRINCHANTE 2,0,A,0.58,0,0
23429/166,CED 23429/166,TRAMONTINA SALDO 23429/166 CUCHILLO PARA,0,B,0.58,0,0
H-1070/AN,IEO H-1070/AN,TECNO H-1070/AN LAMPARA EXTERIOR MURO GU,0,B,0.58,0,0
000150-5,BER 150-5,PINTURA ALUMINIO P/EXTER. 150-5  4 LTS.,8,A,0.92,9,262
006071-4,BER 006071-4,BASE ESMALTE SUMMA 6071 PASTEL SEMI MATE,54,A,1.83,29,884
006002-5,BER 6002-5,BASE ESMALTE SUMMA 6002 TINT  4 LTS.,28,A,1.08,26,775
000602-5,BER 602-5,PINTURA ESMALTE SUMMA 602  4 LTS.,17,A,1.17,15,437
000621-5,BER 621-5,PINTURA ESMALTE SUMMA 621  4 LTS.,15,A,0.92,16,491
QO250,CRE QO250,UNIDAD QO  250,0,A,0.75,0,0
QOD4S,DEL QOD4S,CENTRO CARGA SQUARE D Q0D 4 SOB.  50A 24,0,A,0.67,0,0
CSKY-B25-14B,ACE CSKY-B25-14B,CABLE SKY-FORT BOLSA NO 14 CSKY-B-14B C/,0,B,0.92,0,0
48-RHA,RUG 48-RHA,RUGO 48-RHA REJILLA HEXALINE D/ACERO GAL,3,A,0.58,5,154
48-CHP,RUG 48-CHP,RUGO 48-CHP CANAL HEXALINE D/PLASTICO NE,4,B,0.58,7,206
91-L,RUG 91-L,VALVULA BANQUETA COB.1/2 P/EXT.5/8 FIG.,33,A,1.33,25,743
39-IC,RUG 39-IC,LLAVE EMPOTRAR RUGO 2 PZS. C/MAN. Y CHAP,7,A,1.33,5,158
39-Q,RUG 39-Q,LLAVE EMPOTRAR RUGO 2 PZS. C/MAN.Y CHAP.,9,A,1.17,8,231
81U-22MM,RUG 8I-U 7/8,UNION P/REPARACION C/C 81-U 22MM 3/4 P/T,165,A,1.25,132,3960
79H13,RUG F79H13,VALVULA CHECK HORIZ.ROS. 13MM 1/2 FIG.79,15,A,1.17,13,386
RE-06,RUG RE-06,MANERAL FIG. RE-06 CUADRO P/EMP. CUADRO,13,A,0.92,14,425
RE-16,RUG RE-16,ASIENTO P/LLAVE EMPOTRAR FIG. RE-16 LARG,27,B,0.75,36,1080
RB-79E,RUG RB-79E,CARTUCHO FIG.RB-79E D/ESTRIA P/MEZ. LAVA,31,B,1,31,930
69,RUG 69,LLAVE MINGITORIO RUGO 1/2 FIG.69,4,B,0.83,5,144
2019,CED 120K R,RESISTOL CINTA NO MAS CLAVOS 19MM X 1.5,1,B,0.58,2,51
SNL75-030C,EMM PVC3,YEE P/CEMENTAR 3,67,A,1.33,50,1508
MX6644,AAM MX6644,CERRADURA PHILLIPS 6644 GATILLO VENECIA-,6,C,0.58,10,309
MX81216,AAM MX81216,CERROJO PHILLIPS B262 LLAVE LLAVE CROMO,98,A,1.75,56,1680
MX248,AAM MX248,CERRADURA PHILLIPS P/MUEBLE 24 CROMO BLI,7,B,0.58,12,360
MX271,AAM 115 BP,CANDADO PHILLIPS 115 BP G.CORTO,9,B,0.58,15,463
PH-164038,OIL PLC13W840/4P,REPUESTO P/LAMPARA PL-C 13W 840/4P DOBLE,1,C,0.58,2,51
MX1546,AAM 6 L,CANDADO PHILLIPS   6  L BP G.CORTO LATON,3,A,0.58,5,154
MX253,AAM 8 BP,CANDADO PHILLIPS   8 BP GAN.EXTRALARGO,2,B,0.58,3,103
MX458,AAM 625 DC D,CERRADURA PHILLIPS MOD.625 DC BP DER.,3,B,0.58,5,154
TPDMN,EGA TPD,TRAPEADOR PABILO DOMESTICO MANGO NEGRO,0,B,0.67,0,0
24119,TRU ESTU-2PB,ESCALERA PLEGABLE ESTU-2PB 2 PELDANOS 90,0,B,0.58,0,0
,TRU ROTI-20A,TRUPER ROTI-20A/18A2 ROTOMARTILLO 1/2 IN,2,A,1.17,2,51
,TRU CT-608M,CEPILLO TRUPER D/ALAMB. COPA TRENZADO CT,6,A,0.92,7,196
,TRU MAN-20X5/8R,MANGUERA P/JARDIN TRUPER REF. 3 CAPAS MA,9,A,1.17,8,231
,TRU FC-23EM,FOCO AHORRADOR VOLTECK L.C. 23W 127V FC-,23,A,2.25,10,307
,TRU TP-8322-5,TIJERA PRETUL ALICATE DE UÑAS 5 TP-8322-,4,A,1.83,2,65
,TRU ARB-103L,FAROL VOLTECK ARB-103L LED SUSPENDIDO 8W,5,B,0.75,7,200
,TRU EMP-400LC,LAMPARA EMP-400LC D/EMPOTRAR 30 LED 6W,5,B,0.58,9,257
3892,DIA CM-3LHMX,CANDADO MASTER      3-ESPDLH GANCHO LARG,5,B,0.58,9,257
CKEB-N-10,ACE CKEB-N-10,CABLE ALUCOBRE KEBEL THW 10 NEGRO,2,B,0.58,3,103
,GME 171SM,ROMPEVIENTOS KARLEN 171SM CAFE,0,C,0.58,0,0
007736-5,BER 7736-5,PINTURA VINIL KALOS TONE 7736  4 LTS.,13,A,0.75,17,520
007745-5,BER 7745-5,PINTURA VINIL KALOS TONE 7745  4 LTS.,14,A,0.92,15,458
007720-6,BER 7720-6,PINTURA VINIL KALOS TONE 7720 19 LTS.,17,A,1,17,510
007751-5,BER 7751-5,PINTURA VINIL KALOS TONE 7751  4 LTS.,16,A,0.83,19,576
,TMA TC32MM,TUBO CONDUIT GALV. 32MM 1 1/4 X 3 PARED,17,B,0.67,26,765
616274,IUN 616274,CALENTADOR IUSA INSTANTANEO ENERHIT 12 L,0,B,0.83,0,0
267746,IUN 267746,CISTERNA S/EQUIPO IUSA DE 10000 LTS. 267,4,A,0.58,7,206
618418,IUN 618418,CALENTADOR IUSA ELECTRICO PRIMO DEPOSITO,0,C,0.58,0,0
268710,IUN 268710,CALENTADOR DEP. PRIMO PLUS 20G-80 LP,0,B,0.75,0,0
HHOVTZCR-CH,HME OANCH,OVEROL ALGODON NARANJA CON REFLE. 01 T-C,1,A,0.75,1,40
TR-011,HEL TR-011,HELVEX TR-011 BRAZO Y CHAPETON P/REGADER,11,B,0.75,15,440
C-67,HEL C-67,HELVEX C-67 MANERAL GDE. S/CHAPETON MANI,6,B,0.58,10,309
MOREA 1,HEL LV MOREA 1,HELVEX CER. LAVABO MOREA 1 BLANCO SOBREP,3,A,0.58,5,154
MB-1012-AI,HEL MB-1012-AI,HELVEX MB-1012-AI SECADOR D MANOS C SENS,-7,C,0.58,-12,-360
9004,CIN 9004,JALADERA 9004 HANDY HOME ARCO 96MM NIQ.,56,B,0.58,96,2880
3809,CIN 3809,JALADERA CH 3809 96MM NIQUEL SATINADO,41,B,0.58,70,2109
3846,CIN 3846,JALADERA CH 3846 BOTON NIQUEL SATINADO,75,C,0.58,129,3857
7995,CIN 7995,JALADERA CH 7995 BARRA ACERO 49CM NIQUEL,22,C,0.58,38,1131
3396,CIN 3396,PASACABLES 60MM DIA. INTERNO GRIS 3396,37,B,0.58,63,1903
3848,CIN 3848,JALADERA CH 3848 BOTON NIQUEL SATINADO,57,B,0.58,98,2931
7989,CIN 7989,JALADERA CH 7989 D/ARCO ZAMAC NIQUEL SAT,75,B,0.58,129,3857
4229,CIN 4229,JALADERA CH 4229 ZAMAC C/ROBLE L.BRILLAN,16,B,0.58,27,823
3JA7429-L,VAAE 3JA7429-L,CHALECO E. PERU 7429 GIOVANNI GALI T-L,0,B,1.25,0,0
3JA7481-3XL,VAAE 3JA7481-3XL,CHALECO E. RICHY PLUS 7481 GIOVANNI GALI,3,B,0.75,4,120
3JA7481-4XL,VAAE 3JA7481-4XL,CHALECO E. RICHY PLUS 7481 GIOVANNI GALI,0,B,0.67,0,0
115TK3CP,LGO 115TK3CP,CERRADURA GEO TULIP S/LLAVE LATON 115TK,15,A,0.92,16,491
49003,TRU ESRO-1-1/4,VALVULA ESF. ROSCA 32MM 1 1/4  ESRO-1 1/,16,B,0.75,21,640
41060,TRU VG-554-N,LLAVE CONTROL P/GAS  5/16 X 1/2 VG-554-N,36,A,2.5,14,432
49004,TRU ESRO-1-1/2,VALVULA ESF. ROSCA 38MM 1 1/2 ESRO-11/2,17,B,0.75,23,680
47479,TRU CG-971,TUERCA UNION GALV. 13MM 1/2 FOSET CG-971,49,B,0.67,74,2205
48843,TRU CG-444,NIPLE GALV. 50MM 2 X  4 FOSET CG-444,17,B,0.58,29,874
47558,TRU CG-502,CODO GALV. 19MM 3/4 X 90 FOSET CG-502,117,A,1.92,61,1831
45129,TRU CPVC-221,CPVC COPLE 19-13 REDUCIDO 3/4 X 1/2 CPVC,70,A,2,35,1050
45046,TRU CPVC-052,CPVC LLAVE EMPOTRAR 2 PZS. CPVC-052 FOSE,14,B,0.75,19,560
49757,TRU CC-232,RED. BUSHING C/C 25X13 1 X 1/2,47,A,1.08,43,1302
49395,TRU AQA-4000,ACCESORIO FOSET AQUA P/BAÑO AQA-4000 6 P,4,A,1.75,2,69
47679,TRU VALI-3/4,VALVULA D/ALIVIO P/BOILER 3/4 P/150PSI V,11,A,1.42,8,233
45777,TRU BCH-750,BRAZO C/CHAPETON P/REGADERA BCH-750 50CM,7,B,0.67,11,315
821VBP5,FSM 821VBP5,VALVULA FLUIDMASTER DESCARGA DUAL 2 P/WC,47,A,0.83,56,1692
49222,TRU TAQ-5/16MR,TAQUETE P/ENSAMBLE P/ MADERA 100 PZAS. T,13,A,2.42,5,161
44969,TRU GRI-3/8,GRILLETE FIERO 10 3/8 P/910 KG. GRI-3/8,11,B,1,11,330
49301,TRU BARU-45,BASE UNIVERSAL C/RUEDAS P/LINEA BLANCA B,3,A,0.75,4,120
FLMEM-NM,FER1 FLMEM-NM,FERKY FLMEM-NM CERRADURA MILAN DE MANIJA,2,B,0.58,3,103
CGF60V19,FER1 CGF60V19,FERKY CGF60V19 CERRADURA GATILLO VERACRU,0,A,1.58,0,0
(null),FAN AL19,ALDABA REDONDA 19,28,C,0.58,48,1440
2911,FTF 2911,VALVULA HEMBRA 3/8 PALANCA ROJA 2911,2,C,0.58,3,103
2920,FTF 2920,VALVULA MACHO LARGA 3/4 7 CM PALANCA BLA,7,B,0.58,12,360
2912,FTF 2912,VALVULA HEMBRA 3/8 PALANCA CAFE 2912,18,B,0.58,31,926
2094,FTF 2094,MANGUERA ANILLADA NARANJA 2094 1/2 C/20,2,A,1.17,2,51
RB2025,HIM RB2025,VALVULA DOGO P/CAFETERA ELECTRICA RB2025,10,A,0.83,12,360
6729,CIN 6729,CERRADURA DEXTER 6729 MANIJA ONIX S/LLAV,7,B,0.58,12,360
6841,CIN 6841,CERRADURA DEXTER 6841 P/M. LATON BRILL.,0,B,0.58,0,0
6637,CIN 6637,CERRADURA DEXTER 6637 MANIJA S/LLAVE/BOT,0,B,0.58,0,0
6891,CIN 6891,CERRADURA DEXTER 6891 P/M. CROMADA P/VIT,2,B,0.58,3,103
2205,CIN 2205,JALADERA P/PTA. DEXTER 2205 EN H A.INOX.,2,B,0.58,3,103
29-266-10,FIN CPPVC25,COPLE PVC PESADO 25MM 1,10,C,0.58,17,514
21,FERQ 21,CRETOSIL SELLADOR 4 LTS. CONCRETO ALTO B,8,B,0.67,12,360
1030-11MR-CA05,CNO 11MR-CA05,CREST JUNTACREST ULTRAMAX MARFIL 5 K. P/,9,B,0.75,12,360
1030-11AR-CA05,CNO 11AR-CA05,CREST JUNTACREST ULTRAMAX ARENA 5 K. P/B,7,A,0.83,8,252
P-B9028P,COF P-B9028P,SALIDA LATERAL COFLEX EXTENDIBLE P/FREG.,39,A,1.17,33,1003
DJ-D38A,COF DJ-D38A,DUCTO COFLEX DJ-D38A FLEXIBLE ALUMINIO 3,16,B,0.75,21,640
PH-103,COF PH-103,CONTRA CANASTA COFLEX PH-103 P/BAR A.INO,22,A,0.83,26,792
DJ-K48AX,COF DJ-K48AX,KIT COFLEX P/VENTILACION 4 X 8 P/SECADOR,17,A,0.83,20,612
DJ-R40VA,COF DJ-R40VA,VENTILA COFLEX DJ-R40VA C/REJILLA 4 CONT,20,A,1.5,13,400
PR-C400,COF PR-C400,REGADERA COFLEX S/BRAZO CROMADA 3 FUNC.,2,B,0.58,3,103
PH-214,COF PH-214,AUMENTO COFLEX P/LAVABO LATON 1 1/4 X 5C,20,B,0.75,27,800
IP-208,COF IP-208,LLAVE P/GAS COFLEX IP-208 08X13 5/16X1/2,16,B,0.58,27,823
PR-E221,COF PR-E221,RESISTENCIA COFLEX PR-E220/221 P/REGADER,30,A,1.08,28,831
P-B9001P,COF P-B9001P,TRAMPA COFLEX PLATEADA P/LAVABO P-B9001P,33,A,1.92,17,517
AB-A40,COF AB-A40,ALIM. COFLEX ACERO P/BOILER 3/4 X 3/4 X,60,A,1.5,40,1200
GL-M300,COF GL-M300,MEZCLADORA COFLEX GL-M300 MONOMANDO P/LA,23,A,0.67,35,1035
PA-B22,COF PA-B22,ACOPLE P/DENAJE PLOMER 2 X 2 FIERRO/PVC,8,B,1.17,7,206
PR-E200,COF PR-E200,RESISTENCIA COFLEX PR-E200 P/REGADERA EL,29,B,0.67,44,1305
N20379,VCO NG50-127,NIPLE GALV. 50MM 2 X  5,6,C,0.58,10,309
3348,CIN 3348,RESBALON DOBLE BALA NIQUEL 70MM 3348,12,B,0.67,18,540
,ECE TAGCHM,CATO SANIT.(TAZA ALARG. GOYA MARFILTANQU,3,B,0.58,5,154
MMB,ECE 290420111,CATO MINGITORIO MISISIPI BCO.,6,B,0.58,10,309
117921,CGM CAV4L,IMP. CEMENTO ASFALTICO 4 LTS. VALERO,1,A,0.83,1,36
117888,CGM 117888,IMP. IMPERFLEX P/CHASIS 4 LTS.,4,B,0.92,4,131
PCP6,BPR PCP6,BYP PINCEL CAMELUS PCP- 6   6,4,B,0.58,7,206
RMD29,BPR RMD29,BYP RODILLO FELPA US0 GRAL. 3/4 X 9 RMD2,0,C,0.58,0,0
PCP9,BPR PCP9,BYP PINCEL CAMELUS PCP- 9   9,7,B,0.58,12,360
20048,DAN BKA1805,MEZCLADORA BITKA BKA1805 P/LAVABO CUELLO,1,B,0.92,1,33
000893-4,BER 893-4,PINTURA VINIL BERELINTE 893  1 LTO.,40,A,1.42,28,847
000808-5,BER 808-5,PINTURA VINIL BERELINTE 808  4 LTS.,22,A,0.75,29,880
000834-6,BER 834-6,PINTURA VINIL BERELINTE 834 19 LTS.,4,A,1.33,3,90
000813-6,BER 813-6,PINTURA VINIL BERELINTE 813 19 LTS.,16,C,0.58,27,823
000821-4,BER 821-4,PINTURA VINIL BERELINTE 821  1 LTO.,52,A,2.08,25,749
000894-4,BER 894-4,PINTURA VINIL BERELINTE 894  1 LTO.,25,A,2.33,11,321
TS6119-4,BER TS6119-4,MANCHA CAOBA CLASICO LITRO TS6119-4,22,A,1.17,19,566
000827-6,BER 827-6,PINTURA VINIL BERELINTE 827 19 LTS.,7,A,1,7,210
001923-6,BER 001923-6,TEXTURA BEREL-TEX PASTA BLANCA 1923 19 L,7,A,1.33,5,158
000809-6,BER 809-6,PINTURA VINIL BERELINTE 809 19 LTS.,4,B,0.83,5,144
D00001-4,BER D00001-4,DILUYENTE ESTANDAR PARA NITRILO LITRO,62,B,2.42,26,770
007323-5,BER 007323-5,PINTURA ESMALTE QUALIK BLANCO 7323  4 LT,4,B,0.58,7,206
7E1587SL006,BEM 7E1587SL006,ASIENTO BEMIS P/SANIT. LARGO PLASTICO C.,7,A,0.58,12,360
CPD 112,TMA CPD 112,COPLE TINWELL 38MM 1 1/2 T.AMERICANO,31,B,0.58,53,1594
SZAV1945,DAN SZAV1945,ALMOHADILLAS D/VINILO SHUTZ SZAV1945 TRA,1,A,0.83,1,36
ASIN-1856,DAN ASIN-1856,ASIENTO P/BAÑO ANBEC ROSA ASIN-1856,3,A,0.67,5,135
81944,DAN 81944,TIMBRE INALAMBRICO 81944 36 MELODIAS STR,0,B,0.58,0,0
LLARAZ,CED LLARAZ,LLAVE RETENCION ANGULAR 1/2 X 1/2 ANBEC,1,C,0.58,2,51
SZBM1940,DAN SZBM1940,BASE D/PLASTICO SHUTZ SZBM1940 C/ADHES.,19,B,0.75,25,760
,CGM 001-4,CESPOL ALB. COMPLETO P/FREGADERO MOD.001,29,A,0.67,44,1305
227759,CGM MA015-45,MANGUERA P/DESAGUE ALBATROS MOD.015-45,1,A,0.75,1,40
12372,IAD 12372,VENTILADOR DE PATO 12372,10,B,0.83,12,360
12081,IAD 12081,CORREA RETRACTIL 5 METROS ADIR 12081,16,A,1,16,480
AD-10662,IAD AD-10662,IMANES ESCOLARES C/9 PZAS. ADIR 10662,0,B,0.58,0,0
MV-8969,IAD 8969,LAMPARA LED JUMBO GIRATORIA RGB 8969,34,B,1.08,31,942
AD-12063,IAD AD-12063,TRANSPORTADORA P/ MASCOTAS 12063,2,B,0.67,3,90
CE-V-12,ACE CE-V-12,CABLE ACESA 12 CER-V-12 THW-LS C/100 MTS,0,C,0.58,0,0
(null),JOC CMC7,CLAVO P/MADERA C/CABEZA 175MM 7,14.25,B,0.57,25,747
45024,TRU CLE-3 1/2B,CLAVO P/MADERA C/CABEZA  90MM 3 1/2 CLE-,69.67,A,1.08,65,1944
44501,TRU CLA-3/4,CLAVO P/MADERA C/CABEZA  19MM 3/4 ALFILE,41.99,A,0.73,58,1726
44497,TRU CLS-2,CLAVO P/MADERA S/C 50MM 2 CLS-2,42.04,A,0.86,49,1469
MX4984,AAM MX4984,CERRADURA YALE 4984 MANIJA IGUAZU S/LLAV,3,B,0.5,6,180
