Codigo,Clave,desc_prod,Inv,Clasificacion,Promedio Vta Mes,Cobertura (Mes),Cobertura Dias (30)
MX81167,AAM MX81167,CERRADURA YALE 81167 PERILLA ESFERA RECA,1,B,0.5,2,60
MX86176,AAM XNO96017LA,CERRADURA YALE 86176 PTA.PAL. N.ORLEANS,0,B,0.5,0,0
MX89674,AAM MX89674,CERRADURA YALE 89674 MANIJA CASTELLI BUI,0,B,0.5,0,0
MX80876,AAM EDC26DVEN,CERRADURA YALE DE GATILLO 80876 VENECIA,6,A,0.83,7,216
MX80131,AAM MX80131,CERRADURA YALE 80131 POMO NOVO A 52PD 5,0,B,0.5,0,0
MX86169,AAM XNO96017LAT60,CERRADURA YALE 86169 PTA.PAL. N.ORLEANS,0,A,0.5,0,0
MX80882,AAM MX80882,CERRADURA YALE DE GATILLO 80882 VERONA L,4,B,0.5,8,240
MX89204,AAM MX89204,CERROJO YALE 89204 519 LL/MAR. NIQ.SATIN,5,B,0.5,10,300
44018,TRU CIN-20,CINCHO D/PLASTICO CIN-    20 C/200 PZAS.,2,B,0.67,3,90
48236,TRU F-22CIC,LAMPARA CIRC. 22 W F-22CIC VOLTECK,2,B,1.08,2,55
48479,TRU COCO-59C,CONECTOR P/COAXIAL T/CAMPANA RG59 COCO-5,21,A,1,21,630
48664,TRU PA-APTR-I,PLACA VOLTECK ITALIANA MARFIL 3 APAGADOR,34,A,0.92,37,1113
46607,TRU TIMC-4,TIMBRE T/CAMPANA INDS. TIMC- 4 VOLTECK,10,A,0.67,15,450
48259,TRU PLA-209LC,LAMPARA PLA-209LC T/PLAFON 24W 120 LEDS,6,B,0.67,9,270
46018,TRU PLA-304L,LAMPARA PLA-304L T/PLAFON 22W 48 LEDS,11,B,0.58,19,566
47964,TRU PA-TE-LB,PLACA VOLTECK LISBOA 1 TOMA D/TELEFONO 1,11,B,0.5,22,660
47972,TRU PA-TV-LB,PLACA VOLTECK LISBOA 1 TOMA DE TELEVISIO,6,B,0.5,12,360
48058,TRU ERA-8X16,VOLTECK EXTENCION USO RUDO  8 MTS. ERA-8,9,B,0.5,18,540
40192,TRU ER-30X16S,VOLTECK EXTENCION USO RUDO CAL.16 30 MTS,2,B,0.5,4,120
49713,TRU EMP-721S,LAMPARA EMP-721S D/EMP. 2 SPOT NEGRO,15,C,0.5,30,900
46856,TRU LED-40F,FOCO LED- 40F 6W EQ.45W LED VOLTECK T/B,33,A,9.17,4,108
48040,TRU CINM-20029,CINCHO D/ACERO INOX. CINM-20029 C/10 PZA,24,A,1.08,22,665
44016,TRU BCIN-1000,CINCHO D/PLASTICO BCIN-1000 BOTE C/1000,6,A,1.08,6,166
49201,TRU LES-40L,LAMPARA LES-40L P/ESCRITORIO RECARGABLE,4,A,0.58,7,206
48229,TRU REF-901L,REFLECTOR REF-901L LED 20W ALTA INTENS.,4,A,0.92,4,131
48663,TRU PA-APDO-EI,PLACA VOLTECK ITALIANA MARFIL 1 APAG. SE,38,B,1.67,23,684
40196,TRU ERA-6X16,VOLTECK EXTENCION USO RUDO  6 MTS. ERA-6,8,A,1.58,5,152
47202,TRU RE-AA2,PILA VOLTECK RECARGABLE RE-AA2 C/4 PZAS.,14,B,1,14,420
46555,TRU ERA-15X12,VOLTECK EXTENCION ATERRIZADA U/SUPER RUD,1,B,0.5,2,60
26112,TRU REF-407L,REFLECTOR REF-407L LED 300W ULTRADELGADO,3,B,0.5,6,180
12128,TRU PIPI-440,PISTOLA P/PINTAR TRUPER D/GRAV. PIPI-440,11,A,1,11,330
12131,TRU PIPI-442,PISTOLA P/PINTAR TRUPER D/GRAV. PIPI-442,9,A,1,9,270
46045,TRU CA-RE-9,CARGADOR P/PILAS AAAAA9V CA-RE-9 VOLTECK,9,A,1,9,270
101808,TRU BMC-3/8X6,BROCA MULTIMATERIAL 04 6 X 3/8 TRUPER BM,35,A,2,18,525
16798,TRU LIBI-K2,LINTERNA P/BICICLETA D/LED 2 PZAS. DELAN,8,A,1.33,6,180
12446,TRU JPM-7,PIEDRAS MONTADAS TRUPER JPM- 7,14,A,1.33,11,315
21481,TRU DR-1/4X4PB,PROMOCION PINTURA 1 DESARMADOR DR-1/4X4B,17,A,2.08,8,245
102140,TRU ATJ-V,AZADON TRUPER JARDINERO TRIANGULAR 8 LB,19,A,0.83,23,684
47331,TRU CCE-6,CENTRO CARGA VOLTECK 6 UNID. EMPOT. CCE-,12,B,0.75,16,480
21456,TRU DR-3/16X3TP,PROMOCION PINTURA 1 DESARMADOR DR-3/16X3,17,A,1.42,12,360
100901,TRU ERGO-45110,TRUPER ESMERILADORA ANGULAR ERGO-45110 4,18,B,0.67,27,810
19320,TRU ROEL-50N2,TRUPER ROEL-50N2 ROTOMARTILLO ELECTRONEU,0,A,0.83,0,0
100777,TRU CAIMAN-T,PINZAS CAIMAN PASACORRIENTE TRUPER CAIMA,12,A,0.75,16,480
12749,TRU BAV-7/16-B,BROCA P/FIERRO BLISTER 12 7/16-B TRUPER,32,A,0.92,35,1047
14190,TRU CATR-4E,CEPILLO TRUPER D/ALAMB. CIRC. TRENZADO 4,6,A,0.75,8,240
11865,TRU ETA-8X,ESPATULA TRUPER TAPIZADORA  8 ETA-8X A.I,10,B,0.67,15,450
14824,TRU GAPA-2,GATO HIDRAULICO DE PATIN 2 TONS. GAPA-2,2,A,0.58,3,103
14966,TRU PU-31/2M,HACHA PULASKY 3 1/2 LB. C/MANGO PU-3 1/2,1,B,2.25,0,13
15617,TRU LL-2013M,LLAVE COMBINADA METRICA 13MM LL-2013M (L,12,A,0.92,13,393
18169,TRU STD-22,SERROTE TRUPER DORADO 22 STD-22,8,A,0.67,12,360
12608,TRU BOS-1-1/2SM,BOMBA SUMERGIBLE P/AGUA SUCIA TRUPER 110,1,B,0.58,2,51
43341,TRU CHN-65A,CANDADO HERMEX CHN-65A 65MM C/PVC A.SEG.,16,B,0.75,21,640
15618,TRU LL-2014M,LLAVE COMBINADA METRICA 14MM LL-2014M (L,17,B,0.58,29,874
101731,TRU CM-1/2AG,CONEXION D/ALUMINIO T/GARRA 13MM 1/2 CM-,28,A,0.92,31,916
15180,TRU LESP-I/E,LENTE SEGURIDAD TRUPER SPORT LESP-I/E IN,22,A,1.42,16,466
15592,TRU LL-2012,LLAVE COMBINADA(STANDAR) LL-2012 (LL-121,16,A,0.83,19,576
43250,TRU BC-252P,BISAGRA HERMEX LAT.ANTIGUO P.SUELTO BC-2,124,B,1.5,83,2480
17103,TRU MALE-18,MALETA PORTAHERRAMIENTA TRUPER 18 MALE-1,3,B,0.75,4,120
19013,TRU MAN-PI-5-1/4,MANGUERA P/AIRE ARMADA BAJA PRES.1/4X 5,13,A,0.83,16,468
42004,TRU PIGA-120,PISTON 12 KG. A GAS HERMEX PIGA-120,24,B,1.25,19,576
44250,TRU AB-72,ABRAZADERA FIERO  105-127MM AB-72 SINFIN,22,A,0.75,29,880
19021,TRU REMAN-3/8,ACCESORIOS P/MANGUERA D/AIRE REMAN-3/8,13,A,0.67,20,585
16095,TRU COMP-KIT50,COMBO TRUPER COMPRESOR 50L 4 1/2HP COMP-,3,A,0.92,3,98
13018,TRU LIPLA-80,LAMPARA DE MANO LED LIPLA- 80 TRUPER PLA,10,B,0.58,17,514
47716,TRU SOMO-14MD,MENSULA ACERO FIERO P/CREMALLERA DOBLE 1,33,B,0.83,40,1188
47907,TRU OWC-3,MUEBLE ORGANIZADOR FOSET P/BAÑO C/3 REPI,4,A,0.83,5,144
101870,TRU STR-22,SERROTE TRUPER M/COMFORT GRIP 22 STR-22,7,A,0.67,11,315
18400,TRU T-40,TIJERA P/PODAR T- 40 PROFESIONAL TRUPER,13,B,0.67,20,585
18308,TRU ST-1060E,TRUPER DISCO ST-  1060E P/MADERA 10X1X60,8,B,0.67,12,360
16705,TRU JSCA-16-T,TRUPER JSCA-16-T SEGUETAS P/CALADORA C/1,49,A,0.83,59,1764
46303,TRU CAGU-1,CALENTADOR DE AGUA VOLTECK CAGU- 1 400W,21,B,1.08,19,582
44910,TRU COLPA-1,COLA DE PATO FIERO COLPA-1,737,B,2.42,305,9149
49270,TRU RS-604,COLADERA FOSET RS-604 AQUA CUADRADA 4 X,2,B,0.83,2,72
21800,TRU LLCR-14P,CRUZETA P/AUTOMOVIL 14 LLCR-14P PRETUL,10,B,0.58,17,514
16824,TRU POL-1,GARRUCHA CAP. 1 TN. C/CADENA POL-1 TRUPE,1,B,0.58,2,51
14972,TRU ML-4M,HACHA 4 LBS. MEDIA LABOR ML-4M C/MANGO,3,B,0.58,5,154
15684,TRU LL-3021,LLAVE ESP. STD. LL-3021 7/16X3/8 TRUPE,9,B,0.58,15,463
16509,TRU MD-6M,MARRO  6 LBS. OCTAGONAL MD-6M TRUPER,8,B,0.67,12,360
17740,TRU ST,SARGENTO P/TUBO 3/4 BLISTER ST TRUPER,17,B,0.83,20,612
48596,TRU TOGA-3,TOPE HERMEX P/PUERTA METALICO C/GANCHO T,14,B,0.58,24,720
15010,TRU CLNEU-2-1/2X-25,TRUPER CLNEU-2-1/2X-25 1 CLAVO CAL.16 P/,7,B,0.58,12,360
43182,TRU BID-301,BISAGRA HERMEX 3 DOBLE ACCION LATONADA B,22,B,0.67,33,990
12604,TRU BOS-11/2SP,BOMBA SUMERGIBLE P/AGUA SUCIA TRUPER 110,2,B,0.5,4,120
12190,TRU CL-3 1/2X8,CINCEL LADRILLERO CL-3 1/2 X 8 3 1/2 X 8,6,A,0.58,10,309
19683,TRU WEC-14,CORTADOR DE MALEZA TRUPER WEC-14,2,B,0.58,3,103
16757,TRU ESE-224FV,ESCALERA DE EXTENSION FIB/VIDRIO 24 ESC.,1,A,0.58,2,51
15530,TRU ALE-7M,LLAVE ALLEN  7 PZAS. MM ALE-7M TRUPER,9,A,0.5,18,540
10761,TRU MAR-18F,MARTILLO D/UÑA RECTA 18 OZ. MAR-18F TRUP,11,A,0.75,15,440
45190,TRU RIM-45,MEZCLADORA FOSET RIVIERA RIM-45 MONOMAND,5,B,0.58,9,257
10647,TRU PISO-363,PISTOLA SOPLETEADORA P/AIRE 2 BOQ. TRUPE,3,A,0.67,5,135
0.14284,TRU PBLEN-2000,PROMOCION PINTURA 1 LENTE LEN-2000 X 1 C,49,B,0.5,98,2940
49576,TRU R-206,REGADERA FOSET ELEMENT R-206 REDONDA D.6,6,B,0.58,10,309
12668,TRU RC-DB-63,RETEN P/DESBROZADORA DES-63 TRUPER (RC-D,-6,B,0.83,-7,-216
17733,TRU CM-14N2,TRUPER CM-14N2 CORTADORA D/METALES 14 IN,1,B,0.5,2,60
14012,TRU ESMA-7A3,TRUPER ESMA-7A3 ESMERILADORA PROF. 7 ANG,6,B,0.58,10,309
10069,TRU BOAP-3/4,BOMBA PERIFERICA TRUPER BOAP-3/4 3/4HP U,2,B,0.5,4,120
15003,TRU BOS-1LPX,BOMBA SUMERGIBLE P/AGUA LIMPIA TRUPER BO,1,B,0.5,2,60
11287,TRU BS-3/4X12,BROCA P/CONCRETO SDS PLUS TRUPER 3/4 X 1,7,B,0.5,14,420
11468,TRU BROU-CH1 1/4X,BROCA P/RAUTER BROU-CH1-1/4X CHAFLAN,2,B,0.5,4,120
43567,TRU CM-25L,CERRADURA PARA MUEBLE HERMEX CM-25L LATO,6,B,0.5,12,360
103029,TRU CFI-24,CINTA FLEJADORA C/FILAMENTOS 24MM X 50M,8,B,0.5,16,480
18539,TRU NEL-8,CUCHILLO P/ELECTRICISTA ABATIBLE D/20CM,7,B,0.5,14,420
13059,TRU CU-1 1/4,CUÑA P/CONCRETO TRUPER 32MM CU-11/4 1 1/,19,B,0.5,38,1140
13584,TRU D-3816,DADO STD. 3/8 D-3816/D-5216 1/2 12 PUNTA,10,B,0.5,20,600
100822,TRU PUDE-90271,DADOS MAGNETICOS DE IMPACTO 3/8 STD C/4,0,B,0.5,0,0
14163,TRU JOY-43,DESARMADOR DE 43 PZAS. JOYERO  JOY-43,4,B,0.5,8,240
14149,TRU GO-1/4X6C,DESARMADOR DE GOLPE GO-1/4X6C PHILLIPS T,13,B,0.5,26,780
44105,TRU DESF-3/16,DESTORCEDOR FORJADO FIERO 4.7 MM 3/16 DE,18,B,0.5,36,1080
15711,TRU DLTP-7040,DISCO LAMINADO 7 X7/8 G- 40 DLTP-7040 TR,10,B,0.5,20,600
19065,TRU EP-30,ESCOBA P/JARDIN 30 DTS. PLASTICA EP-30 T,8,B,0.75,11,320
14346,TRU EP15-KID,ESCOBA P/NIÑO 15 DTS. PLASTICA EP15-KID,9,B,0.5,18,540
14503,TRU EX-P4,EXTRACTOR DE POLEAS 4 EX-P4 TRUPER,5,B,0.5,10,300
14970,TRU ML-3 1/2M,HACHA 3 1/2 LBS. MEDIA LABOR ML-3 1/2M C,6,B,0.5,12,360
100886,TRU ARN-KIT-1A,KITS CONTRA CAIDAS CAP. D/CARGA 140KG. T,6,B,0.5,12,360
21954,TRU LL-3026P,LLAVE ESPAÑOLA STD. Y MM PRETUL LL-3026P,1,B,0.5,2,60
15860,TRU T-1173-27B,MACHETE TIPO GUAYANA 27 CACHA NEGRA T-11,5,B,0.5,10,300
49938,TRU ELM-91N,MEZCLADORA FOSET ELEMENT ELM-91N SATIN P,3,B,0.5,6,180
28248,TRU MOT-4516P,MOTOSIERRA 45 CC GASOLINA C/BARRA 16 PRE,2,B,0.5,4,120
17154,TRU PRY,PALA REDONDA PRY M/CORTO CLASSIC TRUPER,22,B,0.5,44,1320
17071,TRU PLOM-12,PLOMADA DE BRONCE TRUPER 12 OZ. PLOM-12,8,B,0.5,16,480
103022,TRU PUDE-1102I,PUNTAS P/DESTORNILLADOR  5 PZAS. PUDE-11,6,B,0.5,12,360
18310,TRU ST-1080A,TRUPER DISCO ST-1080A P/ALUMINIO 10X5/8X,5,B,0.5,10,300
43229,TRU BC-404P,BISAGRA HERMEX A.INOX. 4 C/BALEROS BC-40,0,C,0.5,0,0
11460,TRU BROU-MC 1/4,BROCA P/RAUTER BROU-MC1/4 MEDIA CAÑA,7,C,0.5,14,420
22066,TRU COMP-KIT40P,COMBO COMPRESOR 40L C/MANGUERA Y PISTOLA,0,B,0.5,0,0
49016,TRU LLX-8C,LLANTA FIERO IMPONCHABLE LLX- 8C  8 MAX.,6,C,0.5,12,360
45392,TRU PW-025,PALANCA FRONTAL METALICA P/WC PW-025 FOS,6,C,0.5,12,360
101326,TRU T-45XZ,TIJERA P/PODAR T- 45XZ ALUMINIO FORJADO,9,B,0.5,18,540
11158,TRU BAV-7/16,BROCA P/FIERRO 25 7/16 TRUPER BAV-7/16,19,A,1.5,13,380
43303,TRU CL-40T,CANDADO HERMEX CL-40T LATON 40MM TUBULAR,7,A,1.42,5,148
13646,TRU ALLX-13M,LLAVE ALLEN 13 PZAS. MM ALLX-13M LARGAS,14,A,1.33,11,315
15679,TRU ROTO-1/2A7,TRUPER ROTO-1/2A7 ROTOMARTILLO 1/2 V.V.R,10,A,2.08,5,144
27050,TRU LIBI-2P,LINTERNA P/BICICLETA D/LED 2 PZAS. DELAN,11,A,1,11,330
18334,TRU PROVO-3,PROBADOR D/VOLTAJE C.A110-380V/C.C 150-5,16,A,1.5,11,320
11520,TRU CA-104,CEPILLO TRUPER D/ALAMB. CIRC. 6 CA-104,4,A,0.83,5,144
43368,TRU CMR-50,CANDADO HERMEX CMR-50 50MM C/PVC,16,A,2.75,6,175
12121,TRU C-1/2X10,CINCEL C/FRIO 08 1/2 X 10 C-1/2X10,36,A,2.17,17,498
13194,TRU GU-645,GUANTE TRUPER GU-645 USO AUTOMOTRIZ,19,A,2.75,7,207
100140,TRU PAR-16,PRENSA CON AJUSTE RAPIDO  6 PAR-16 TRUPE,8,A,1.42,6,169
12602,TRU BOS-1LP,BOMBA SUMERGIBLE P/AGUA LIMPIA TRUPER  7,5,A,1.5,3,100
11360,TRU BPT-1/4,BROCA DE MANITA 06MM 1/4  BPT-1/4 TRUPER,32,A,0.92,35,1047
49620,TRU CB-24,CANDADO HERMEX CB- 24 RIGIDO TIPO U 12MM,14,A,1.42,10,296
14161,TRU GO-1/4X6P,DESARMADOR DE GOLPE GO-1/4X6P PLANO TRUP,17,A,0.92,19,556
43686,TRU NUCH-8,NUMERO HERMEX LATON 4 NUCH-8,28,A,1.08,26,775
17368,TRU PM-TN4,PINZA MINIATURA TRUPER T/TENAZA PM-TN4 4,20,A,1.25,16,480
29975,TRU TALI-12P,PRETUL TALI-12P TALADRO INALAMBRICO 12V,6,A,1.17,5,154
21496,TRU DP-1/4X4BP,PROMOCION PINTURA 1 DESARMADOR DP-1/4X4B,13,A,2,7,195
18087,TRU COBI-7/8,SIERRA CORTA CIRCULO BIMETALICO 22.2MM 7,10,A,1.17,9,257
11581,TRU DID-340,TRUPER DID- 340 DISCO DIAMANTE 4 R. SEGM,14,A,1.17,12,360
18305,TRU ST-1040,TRUPER DISCO ST-  1040 P/MADERA 10X5/8X4,12,A,1.17,10,309
102376,TRU BAM-8,BROCA AVELLANADORA P/MADERA BAM- 8 11/64,13,A,1.08,12,360
44246,TRU AB-52,ABRAZADERA FIERO   72- 95MM AB-52 SINFIN,15,A,1.17,13,386
11168,TRU BAV-9/16,BROCA P/FIERRO 30 9/16 ZANCO 1/2 BAV-9/1,7,A,0.83,8,252
14974,TRU ML-4 1/2M,HACHA 4 1/2 LBS. MEDIA LABOR ML-4 1/2M C,5,A,0.75,7,200
101090,TRU PIPI-450,PISTOLA P/PINTAR TRUPER D/GRAV. PIPI-450,10,B,0.67,15,450
18335,TRU PROVO-4,PROBADOR D/VOLTAJE C.A/C.C 6-12-24V PROV,22,A,0.75,29,880
101520,TRU ASP-16,ASPIRADORA ASP-16 TRUPER 16 GLS.(60 LTS.,0,B,0.58,0,0
21665,TRU FT-7/8P,FORMON PRETUL 22MM 7/8 FT-7/8P,20,A,0.83,24,720
19967,TRU P-520,PODADORA DE CESPED TRUPER P-520 5.0 HP 2,5,B,0.58,9,257
19398,TRU REP-PAD-7,REPUESTO PARA PINTA PAD 7 REP-PAD-7,23,B,1.08,21,637
13420,TRU A-5253,ADAPTADOR A-5253 3/8 A 1/2 TRUPER,8,A,1.25,6,192
48466,TRU GUPO-203,CINTA GUARDAPOLVO TRANSPARENTE 3M HERMEX,13,A,1.17,11,334
14510,TRU EXT-13,EXTRACTOR PATA DE GALLO 13 PZAS. TRUPER,8,A,1,8,240
11875,TRU PUDE-9090,ADAPTADOR MAGNETICO ARTICULADO P/PUNTAS,15,A,1.25,12,360
11395,TRU J-BPT-6,BROCAS DE  6 PZAS. P/BERBIQUI PLANAS J-B,22,A,0.83,26,792
14398,TRU CAL-R,CALIBRADOR T/RAMPA P/BUJIAS MM/STD.CAL-R,18,A,0.83,22,648
43302,TRU CL-60Q,CANDADO HERMEX CL-60Q LATON 60MM,12,B,1,12,360
23395,TRU CF-VI-P,CARTUCHO P/MASCARILLA CF-VI-P VAPORES IN,17,A,1.67,10,306
23066,TRU COMP-40LP,COMPRESOR PRETUL COMP-40LP 2.0 HP. 40 LT,4,A,0.83,5,144
16781,TRU CAZ-60,CORTADORA DE AZULEJO CORT.  60CM CAZ-60,3,A,1.17,3,77
16764,TRU ESTU-3A,ESCALERA PLEGABLE ALUMINIO ESTU-3A 3 PEL,6,A,0.83,7,216
17752,TRU GUIA-30,GUIA P/ELECTRICISTA 30MTS.GUIA-30 TRUPER,9,A,1.42,6,191
101820,TRU JBMC-5,JGO. DE 5 BROCAS MULTIMATERIAL TRUPER JB,11,A,0.92,12,360
45659,TRU PIO-1015S,PIOLA DE SISAL 10MM X 15M FIERO PIO-1015,8,A,0.92,9,262
18098,TRU COBI-2 1/8,SIERRA CORTA CIRCULO BIMETALICO 53.9MM 2,6,A,1.17,5,154
11579,TRU DID-170,TRUPER DID- 170 DISCO DIAMANTE 7 U/GRAL,11,A,0.92,12,360
11140,TRU BAV-19/64,BROCA P/FIERRO 16 19/64 TRUPER BAV-19/64,84,B,1,84,2520
49357,TRU MUBA-20M,FOSET PEDESTAL CERAMICO P/LAVABO MARFIL,8,A,0.83,10,288
101111,TRU CAREL-913C,CARETA MODELO CALAVERA ELECTRONICA P/SOL,2,A,1.5,1,40
18346,TRU CREM-7/8X45,CORREA C/GANCHOS P/REMOLQUE 4.5MX26.5MM,1,A,0.58,2,51
16747,TRU ESC-215,ESCALERA DE TIJERA Y EXTEN. 15 P. ESC-21,1,A,0.83,1,36
14500,TRU EX-P3,EXTRACTOR DE POLEAS 3 EX-P3 TRUPER,7,B,0.75,9,280
11133,TRU HM-4FX,HACHA 4 LBS. MICHIGAN FIB/VIDRIO HM-4FX,4,A,0.58,7,206
21709,TRU JJ-3P,JGO. DE HERRAMIENTAS P/JARDIN 3 PZAS. JJ,16,A,0.75,21,640
13019,TRU LIPLA-180,LAMPARA DE MANO LED LIPLA-180 TRUPER PLA,11,A,0.75,15,440
19016,TRU MAN-AP-10-3/8,MANGUERA P/AIRE ALTA PRE. 3/8X10 MTS MAN,3,A,0.67,5,135
18146,TRU SOPLA-1440,SOPLADORA/ASPIRADORA ELEC. 1440W C/BOLSA,3,A,0.75,4,120
12981,TRU DID-270,TRUPER DID- 270 DISCO DIAMANTE 7 RIN TUR,8,A,0.75,11,320
13245,TRU GRANEU-3/8-13,TRUPER GRANEU-3/8-13 GRAPA 1/2 P/ENGRAPA,6,A,0.92,7,196
100729,TRU MOTO-KIT-276,TRUPER MOTO-KIT-276 KIT C/276 PZAS. C/AC,5,A,0.67,8,225
14470,TRU ANCLA-9,ANCLA DE CONEXION P/ARNES 90CM ANCLA-9,8,B,0.58,14,411
11021,TRU BJ-4,BIELDO  4 DIENTES JARDINERO MANGO Y BJ-4,4,B,0.67,6,180
15244,TRU GU-835,GUANTE TRUPER GU-835 UNITALLA ALGODON C/,18,A,0.67,27,810
22970,TRU JGO-PIN4,JGO. DE HERRAMIENTA 4 PZAS. JGO-PIN4 PRE,4,B,0.75,5,160
15600,TRU LL-2028,LLAVE COMBINADA(STANDAR) LL-2028 (LL-122,4,B,0.67,6,180
49458,TRU MM-200H,MANERAL FOSET BASIC MM-200H 2 PZAS. M.AC,13,A,0.83,16,468
22454,TRU NP-12P,NIVEL DE ALUMINIO NP-12P PRETUL,16,A,0.83,19,576
17658,TRU PNT-1,PRENSA TRUPER HIERRO NODULAR 1 PNT-1,12,B,1,12,360
19457,TRU ROTO-1/2N6,TRUPER ROTOMARTILLO INDUSTRIAL 1/2 ROTO-,10,A,0.67,15,450
11463,TRU BROU-MC 3/4,BROCA P/RAUTER BROU-MC3/4 MEDIA CAÑA,5,A,0.5,10,300
21802,TRU LLCR-20P,CRUZETA P/AUTOMOVIL 20 LLCR-20P PRETUL,3,A,0.83,4,108
14647,TRU CU-P-520,CUCHILLA P/PODADORA P-520 TRUPER 20 CU-P,0,A,0.5,0,0
12497,TRU DES-30R,DESBROZADORA TRUPER DES-30R A GASOLINA 3,8,A,1,8,240
100229,TRU ESE-228FV,ESCALERA DE EXTENSION FIB/VIDRIO 28 ESC.,0,A,0.5,0,0
11247,TRU LRM-6T,LIMA TRUPER REDONDA MUZA C/MANGO LRM-6T,7,A,0.92,8,229
16904,TRU MB-32,MARTILLO BOLA 32 OZ. PUL. TRUPER MB-32,6,B,0.58,10,309
19885,TRU PES-PE,PALA ESCARRAMAN T-1000 PES-PE PUÑO PLAST,6,A,0.67,9,270
17796,TRU P7-25T,PUNTAS P/DESARMADOR   7 PZS. P7-25T TORX,11,A,1,11,330
10798,TRU SE-818F,TRUPER SE-818F SEGUETA BIMETALICA P/SABL,12,A,1,12,360
13417,TRU A-5256,ADAPTADOR A-5256 1/4 A 3/8 TRUPER,8,B,0.5,16,480
101048,TRU BAPA-8,BARRA DE PALANCA BAPA- 8 TRUPER,12,B,0.5,24,720
14728,TRU COBI-4-1/4,BROCASIERRA BIMETALICA 4-1/4 COBI-4-1/4,4,A,0.5,8,240
12100,TRU C-1/4X5,CINCEL C/FRIO 01 1/4 X 5 C-1/4X5,17,B,0.5,34,1020
11967,TRU FAJA-XLV,FAJA TRUPER MALLA ELASTICA 44-48 EX.GDE.,13,B,0.67,20,585
15741,TRU LL-2024X,LLAVE COMB(STANDARD) T/MATRACA LL-2040X(,7,B,0.5,14,420
15699,TRU LL-3039,LLAVE ESP. STD. LL-3039 3/4 X 7/8 TRUPER,33,B,0.5,66,1980
17419,TRU PPT-4C,PINZA PRESION MORDAZA CURVA  4 PPT-4C,5,A,0.5,10,300
17471,TRU PLZ-24,PLANTILLAS DE POLIURETANO PARA ZAPATO PL,8,B,0.5,16,480
18086,TRU COBI-3/4,SIERRA CORTA CIRCULO BIMETALICO 19.0MM 3,16,B,0.5,32,960
103714,TRU TIMU-10X,TIJERA DENTADA MULTIUSO 10 TIMU-10X,6,B,0.5,12,360
28232,TRU UNA-438P,TIJERAS P/MANICURE PRETUL CABEZA CURVA U,5,B,0.5,10,300
12685,TRU ST-1280A,TRUPER DISCO ST-  1280A P/ALUMINIO 12X1X,1,B,0.5,2,60
102379,TRU ROU-MA,TRUPER ROU-MA ROUTER COMPACTO 600W 3/4 H,1,B,0.5,2,60
101096,TRU VASO-450,VASO P/PISTOLA D/PINTAR TRUPER VASO-450,0,B,0.5,0,0
103989,TRU CHS-800NE-M,CHALECO DE SEGURIDAD REF. NEGRO C/BOLSAS,9,B,0.5,18,540
15480,TRU LLCR-18,CRUZETA UNIVERSAL TRUPER LLCR-18,3,B,0.5,6,180
17233,TRU PALY-14,PALA DE ALUMINIO PALY-14 SANITARIA TRUPE,0,B,0.5,0,0
12226,TRU PUMAR-3/8,PUNZON P/MARCAR TRUPER 3/8 X 5 1/4 PUMAR,3,B,0.5,6,180
102955,TRU TS-10,TIJERA PARA SASTRE 10 25CM TRUPER TS-10,5,B,0.5,10,300
103583,TRU LLMA-16R,LLANA DE MAGNESIO 16 X 3/4 LIMA-16R TRUP,3,C,0.5,6,180
23743/500,TME 23743/500,TRAMONTINA 23743/500 CUCHARA MESA MALIBU,0,C,4,0,0
21103/470,TME 21103/470,TRAMONTINA 21103/470 CUCHARA P/MESA POLY,7,B,0.5,14,420
25571/160,TME 25571/160,TRAMONTINA 25571/160 CUCHARA PARA SERVIR,7,B,0.58,12,360
61284/120,TME 61284/120,TRAMONTINA 61284/120 PORTA SERVILLETAS,7,C,0.5,14,420
102019,PIN GVT,IMP. THERMOTEK GLN. MAX 5 TERRACOTA,0,B,1,0,0
14SLLED20MV65CF,IEO 14SLLED20MV65CF,TECNO 14SLLED20MV65CF LUMINARIO EXTERIOR,7,B,0.5,14,420
H-505/N,IEO H-505/N,TECNO H-505/N REFLEJANTE SUMER. MR16 50W,0,B,0.5,0,0
MR16-SMDLED/3WRGB,IEO MR16-SMDLED/3WRG,TECNO MR16-SMDLED/3WRGB LAMPARA LED MR16,14,B,0.5,28,840
5YDLED154MV65S,IEO 5YDLED154MV65S,TECNO 5YDLED154MV65S LAMPARA INTERIOR LE,3,C,0.5,6,180
JC20,IEO JC20,TECNO JC20 REPUESTO P/LAMP. T/AMPOLLETA,40,C,0.5,80,2400
PTLELED/004/65/B,IEO PTLELED/004/65/B,TECNO PTLELED/004/65/B PLAFON LED INT. 1,0,C,0.5,0,0
001600-5,BER 001600-5,BARNIZ SUMMA TRANSPARENTE 1600  4 LTS.,19,B,0.92,21,622
000643-5,BER 643-5,PINTURA ESMALTE SUMMA 643  4 LTS.,16,B,0.67,24,720
006103-3,BER EM6103-3,PINTURA ESM. METALICO 6103 COBRE 0.500 M,63,A,1.17,54,1620
AFLOJATODO,EST AFLOJATODO,STEREN AFLOJATODO ANTIOXIDANTE ANTICORRO,4,B,0.5,8,240
CBIC-18,ACE CBIC-18,CABLE DUPLEX P/BOCINA SKY FORT BICOLOR 1,2,A,0.5,4,120
